Level Title,Course ID,Username,Game Style,Theme,Brief Description,Difficulty,Picture
"Down, And Out",31A0-0000-0034-6B29,wartjr2373,NSMBU,Ground/Underground,The only way up...is down! A traditional Mario level.,Medium,http://i.imgur.com/Zzu4ESk.jpg
Dr. Fetus's Castle,3D50-0000-0160-E006,MetalSmasher86,NSMBU,Castle,Mario puts his skills to the ultimate test in the final boss level of the other SMB!,Super Expert,https://www.youtube.com/watch?v=XxDsHLV5BeE
Dr. Mario's Lethal Lunatic Level,1EDE-0000-0041-45C8,Lazy B,SMB,Underground,Mildly difficult stage inspired by Dr. Mario,Medium-Hard,
Drasgüm Castle 1-1,A0CD-0000-0016-069F,drasgum,SMB,Ground,Just make some good jumps and be fast !!,Medium,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFJmRnz9g
Drasgüm Castle 1-3,2C9D-0000-0025-3B58,drasgum,SMB,Underwater,"Very difficult one, if you want to prove yourself underwater, try this one !!",Hard,https://miiverse.nintendo.net/posts/AYQHAAABAACNUKFJpO3klA
Drasgüm Castle 2-3,0588-0000-0038-1F93,drasgum,SMB3,Airship,"Be fast, and use your accuracy and timing !!! the airship is leaving you behind !!",Hard,https://miiverse.nintendo.net/posts/AYQHAAABAAAtVHhnrkouGg
Drasgüm Castle 3-1,DF0A-000-0040-1E09,drasgum,SMW,Ground,"Wath out the bombing scene !!! and remember, yoshi is an ally !!!",Hard,https://miiverse.nintendo.net/posts/AYQHAAABAAAtVHhnscgyZQ
Drasgüm Castle 3-4,F121-0000-004B-1874,drasgum,SMW,Castle,"Bowser... fix: 2 Bowser are after you, so think your next move carefully ...",Hard,https://miiverse.nintendo.net/posts/AYQHAAABAAAEVHhnRnEGdA
Dreamland Screamland,3CC1-0000-0044-61AF,VandyPR,SMB,Ground,A challenging romp through Dreamland with some old friends!,Hard,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZaiQ8_hz9Gt9
Dry Bones' Armada,A7BB-0000-0044-6190,Teccy,SMB3,Airship,Traditional SMB3 airship level with a unique survival-mode boss fight at the end.,Easy-Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZp0WoM93SgzF
Earth Temple,1729-0000-0058-E90D,Brenen,SMB3,Underground,"Metroidvania Style SMB3 Temple; Travel deep into a temple with a thwomp, then find the helmet you need to escape!",Medium,
"Easy, Normal or Hard?",235A-0000-002C-1810,,NSMBU,Castle,"A massive castle area with three separate paths to take, each with varying difficulty.","Easy, Normal & Hard",https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkb8yOggw
Enigmansion: Bridge,BF84-0000-0076-A775,Djidas,SMW,Ghost House,A level based on very complex enigmas where you have to build a bridge to exit the mansion ! You have never seen a level like this one.,Hard,
Enigmansion: Mushroom,A820-0000-0076-43A7,Djidas,SMB,Ghost House,"A unique Zelda-dungeon-like level, based on enigmas where you will ask to think a lot ! No troll in this level",Hard,
Escape The BattleShips,2774-0000-0064-6BC5,Mayo,NSMBU,Airship,Escape the army of the battleships. Marios in for a HUGE challenge this time.,Very Hard,
esuoH yretsyM,9DE5-0000-0077-3965,Onclemol,SMW,Ground/Castle,An explorable mansion with vertical and horizontal mirror versions,Medium,
Expendable Goomba Caves,91DB-0000-0017-7EA6,,SMB,Underground,A level based around Goombas falling into holes.,Medium,
Explore the Ancient Pyramid,3697-0000-0034-9242,t-bone,NSMBU,Underground/Lava,An exploration level with a big pyramid,Medium,
Extended Technique,1FBB-0000-0057-CDAF,ChasHodges,NSMBU,Ground,A showcase of Mario's expanded 'New' ability set.,,
Extradimensional Maze,36F5-0000-0037-AD8A,arixsiu,SMW,Ghost House,True maze，you must be lost in it，please leave your message for others,Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iYyIlImkRCxo3
Falling,3A51-0000-003B-72FC,Chuck,SMW,Underground,Tricky level where you must follow the coins as you fall.,Medium,
Fast!,C0D7-0000-0015-57A1,Gorin,SMB,Ground,Very short level with a lot of enemies...,Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkbdVepCA
Few Paths Forbidden,B256-0000-0107-B33B,John,NSMBU,Castle,A castle course where exploration is rewarded,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkqdLMZrg
Fiery Climb,8E7F-0000-0049-9188,kolkana,NSMBU,Castle,Climb your way to the final dodging the fire,Hard,
Fiery Clowns,CB2A-0000-0042-677C,SteDL,SMB3,Castle,Another level focusing on the clown-car.,Medium,
Final Destination,78D9-0000-0046-8FF0,Puppy,NSMBU,Castle,"One maze, one triple-layered boss fight. Winner takes all",Medium,
Finesse,9739-0000-0066-68B6,w1ndowpane,SMW,Ground/Castle,3 small rooms requiring precise touch and some quick reactions.,,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iavxmUokvCLq-
Fire and Ice,0DCB-0000-0044-107D,CognitiveScience,SMB3,Castle,Navigate through fire on icy terrain!,Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZNxqAkyg9hJ3
Fire and Ice Palace (EXTREME),0327-0000-0063-9558,Aiji,SMB,Castle/Underground,You get to choose either the fire path or ice path to reach Bowser!,Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkd7Jj47A
"Fire, Vines, Bullets, and Blood",5424-0000-0040-7FDD,Jigsaw Jo,NSMBU,Castle,"Just like the title says (well, except for the blood).",Hard,
Fish 'n' Ships,E8FB-0000-0048-6C55,Shiitake,NSMBU,Castle/Airship,"A chaotic level filled to the brim with Cheep-Cheeps, both lavabound and skybound! Ichtyophobes need not apply.",Very Hard,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZY-egmFpzrqW
Five Nights at Freddy's,1ABD-0000-01F6-6CB4,NNID: trunks2003,SMB,Ghost House,Help Luigi and Professor E. Gadd get out of Freddy Fazbear's Pizzeria.,Normal/Expert,https://supermariomakerbookmark.nintendo.net/courses/1ABD-0000-01F6-6CB4
Flappy Mario World,0097-0000-001D-9DF1,N-Mario1984,SMW,Underwater,"Pass through the pipes, avoid touching the spikes.",Hard,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iYFCIsS1VJ4uo
Flappy Puff,0070-0000-007A-CDCC,Mayo,SMB,Underwater,Flappy Bird Remake...Jigglypuff style,Medium,
Flight of the Cannonballs,8C75-0000-0038-5B0E,jadpraet (Mii),SMW,Airship,Jump on the cannonballs! Can you find Yoshi and the bonus room?,Hard,
Flooded Fortress,965B-0000-0048-5FAC,TWN,SMW,Underwater,Straightforward underwater stage,Medium,
Flower Powered Ghost House Maze,04F8-0000-0049-5CC6,morrison22,NSMBU,Ghost House/Ground,Work your way through puzzles and overcome obstacles while trying to beat the clock.,Hard-Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkc4EueCA
Follow that Bullet Bill!,2F68-0000-005D-6374,zenithian66,NSMBU,Underground,Keep up with the Bullet Bills in order to advance!,Medium-Hard,
Fragile Fort Thwomp,0656-0000-0037-3024,,SMB3,Castle,Thwomps + Bob-ombs blowing up their own fortress!,Medium,
"Fried Fish, Fried Mario",FB13-0000-0015-7D94,jadpraet (Mii),NSMBU,Castle,A tough course with burning fish. Can you find the fire flower?,Very Hard,
Fueling Up,10C2-0000-002C-DF74,Iam3DHomer,SMW,Airship/castle,"You fly up into a refueling airship, then enter its furnace, and finally descend below the earth for some more difficult platforming.",Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkb9PzVWQ
Fun Factory Run,0C1D-0000-0048-F68A,Teccy,SMB3,Underground,"Traverse an abandoned factory, get some unintended help to destroy a wall, and escape through the sewers!",Easy-Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZp0_Et3Mah9o
Ganon's Castle (OoT),01B3-0000-0063-C362,Hanakane,SMB,Castle,Includes breaking the spirit barrier to access rest of the castle and Ganondorf fight.,Medium,
Ghastly,2452-0000-0026-96EC,bigllama,SMW,Ghost House,The ghost house of death and horrors! Get to the other side!,Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkbz1B0NA
Ghastly,2452-0000-0026-96EC,bigllama,SMW,Ghost House,The ghost house of death and horrors!  Get to the other side!,Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkbz1B0NA
Ghost House Hustle,2E49-0000-0043-A2FA,VandyPR,SMW,Ghost House,A level that focuses on quick thinking and skillful platforming.,Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZail4pikuAWq
Ghost House Multipath Mayhem,8E17-0000-0037-6E28,jadpraet (Mii),SMW,Ghost House,Many different paths lead to the exit. Can you find the super secret bonus room?,Medium-Hard,
Ghost House Multipath Mayhem,8E17-0000-0037-6E28,jadpraet (Mii),SMW,Ghost House,Many different paths lead to the exit. Can you find the super secret bonus room?,Medium/Hard,
Ghost House's Underground Tunnel,B9BE-0000-002C-0A46,,SMW,Ghost House/Underground,A puzzle / platforming level where you go from ghost house to underground,Medium,
Ghost in the shell,9470-0000-0072-8FDD,Mayo,SMW,Ghost House,"Navigate the treacherous, tricky Boo mansion",Hard,
Ghost Parade (EXTREME HARD),965F-0000-0044-7380,Aiji,SMW,Ghost House,A fast-paced autoscrolling level with lots of enemies and tight platforming!,Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkcraOuNQ
Ghost Parade (EXTREME HARD),965F-0000-0044-7380,Aiji,SMW,Ghost House,A fast-paced autoscrolling level with lots of enemies and tight platforming!,Very Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkcraOuNQ
Ghost Rider,5C84-0000-0033-EDFA,Mr.Panda,SMB,Ghost House,Seek a way out of this Ghost House filled with conveyor belts and Boos!,Hard,http://imgur.com/hpXfACB
Ghost's Trick,4E91-0000-003E-C78A,SLX,SMW,Ghost House,Puzzle solving and using environment elements to make the stage easier,Easy/Medium,
Ghostly Rails,CC88-0000-0049-CD01,SteDL,SMB3,Ghost House,A maze-like Ghost House with moving blocks.,Easy,
Ghosts of the Past,E923-0000-004B-4821,Apteral,NSMBU,Ghost House,"A moderately difficult 4-boss endurance level. 2 Bowser Jr. fights, 2 Bowser fights.",Medium,
Going Up?,1B57-0000-006A-8CEE,TWN,NSMBU,Castle,"Ride the elevators, don't get crushed",Medium,
Gone Fishin',D21F-0000-0038-7CD0,Byonra,SMB3,Ground,You'll probably be sick of fish by the time you're through here.,Medium - Hard,
"Goodbye, Loneliness!",9FB9-0000-0053-4A55,Shiitake,SMB,Ground/Underground,A tribute to TheLonelyGoomba of YouTube fame. Can you help him find his way to freedom?,Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZ17kklcsJXJg
Goomba Dance Party!!,7BB7-0000-0072-F962,Buttons,SMB,Underground,"If the house is a-rockin', don't bother knockin'! Time to crash the Goombas' party!",Easy,http://bin.smwcentral.net/u/62/SMM_Goomba%2BDance%2BParty_1.jpg
Got Polyrhythm?,6A22-0000-004B-B4BD,ChasHodges,SMB,Underground,It's all about timing your jumps against other moving items!,,
Gotta Go Fast!,03AE-0000-001F-7013,KnightofFenrir,SMB,Ground,Race to the finish as everyone's favorite blue hedgehog in 20 seconds!,Medium,http://imgur.com/sx3CapE
Granite Tsunami,A2E0-0000-0076-D0A7,Buttons,NSMBU,Castle,"Run run RUN!!! Don't let up for even a second, or swiftly you will be Thwomped!",Medium,http://bin.smwcentral.net/u/62/SMM_Granite%2BTsunami.jpg
Great Giana Sisters lvl 24,FFE8-0000-005D-CC9A,SuperiorSatoru,SMB,Castle,Remake of level 24 of Great Giana Sisters C64,Easy-Medium,http://i.imgur.com/HZHwSkJ.jpg
Green Hill Zone Act 1 Finished,AA52-0000-002A-9841,U mad bro?,NSMBU,Ground,Just one of the many Green Hill Zone replicas,Easy,
HA! HA! FORTRE$$. 24 MEGA HUUUGE,6FA6-0000-0063-12DE,VitaminArrr,SMW,Castle/Haunted House,"Max-sized level, artistic, multi-path, puzzles. Inspired by Dark Castle on Mac, 1987.",Medium,
HAHAHAHAHHAHAHAHAHAHA,7993-0000-0073-C9EA,Mayo,SMB,Ground,Shulk needs to solve a tricky puzzle before he can enter the dungeon,Medium,
Hammer Bros. Dungeon,49F7-0000-0057-54E8,TanookiToad,SMB,Castle,An underground dungeon full of Hammer Bros. ,Medium-Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkdZxVynA
Hands off that Gamepad!!,FD6C-0000-0047-D1DB,Awesome1440,SMB3,,Auto level. Meh,Child's Play,
Hard But Fair,D3E3-0000-0057-B313,Nin3DSFan/Matt,SMW,Overworld,"There are two ways to complete this. One route being hard (in the Mario sense of hard), and the other being... medium, or really easy... it depends on your skill.",Medium-Hard,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iaCPho3zNjpwP
Hardest Game - Wall Jump Edition,3C3B-0000-0031-0D51,mistermobile,NSMBU,Underground,You'll be an expert on WALL JUMP if you beat this course.,Hard,http://imgur.com/6i8mlYT
Heart of the typhoon,C1D5-0000-003E-EBBF,Velyund,NSMBU,Underwater,Cheetah speed scrolling level for masters of the swimming mechanics with two giant Kameks and one giant Hammer Bro as ending bosses.,,
Heroes Take The High Road!,1584-0000-003A-B72B,VandyPR,NSMBU,Castle,Will you take the easy way out or head for higher ground for the real challenge?,Easy/Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZajqALKwRCxn
high or low road? (sorry!),0959-0000-0058-0602,Raxamongin,SMB,Underwater,Which way will you choose? the low hard road for pros? or the high and easy road,Hard,
Highland Hustle,BB35-0000-0062-76DA,Platypus,NSMBU,Ground,Platforming course with multiple paths for beginner/intermediate players,Medium,
Hit That Switch!!,FD94-0000-0091-6769,MetalSmasher86,NSMBU,Ground,Don't let the P-Switch run out or you're dead! Inspired by Yoshi's Island.,Super Expert,https://www.youtube.com/watch?v=72aUgnYnH3w
Hopper,AC1A-0000-0040-9A60,Chuck,SMW,Airship,Keep bouncing!,Medium,
House of Midirection,A9A5-0000-0067-65FF,Jammie,SMW,Ghost House,"The boo's have set up a illusion, can you escape? -- (No cheap deaths, just fun puzzles.) --",,
House of Spikes,AB29-0000-0053-C47B,SchlongkeyDong,NSMBU,Ground,Balls to the walls precision platforming. No cheap tricks. No bull shit.,Very Hard,
House of Stretches,B5E5-0000-0072-C8B4,B-Dub,SMB3,Ghost House,A ghost house chock full of those floor/ceiling-hugging Stretch ghosts.  I wanted to explore their mechanics. Somewhat challenging.,,
HOW TO: All-You-Can-Eat Buffet,93E6-0000-002B-0784,Average-Joe_15,SMB,Ghost House,A goofy level where PacMan busts into a restaurant and gobbles up all the food~,Very Easy,
I Hate BattleToads !!!,CB3D-0000-0053-31BA,fzeroman5,SMB,Underground,Run thro a recreation of turbo tunnel.,Medium-Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkdYtJIfw
I want you back (to the '90s),BD03-0000-003D-56A2,atmb82,SMB3,Ground,"A SM3 styled nostalgia levels, with easter eggs, secrets and a lot of heartrending events!",Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iY99g04iI_1AL
Ice Climbers:  Microgame Edition,1996-0000-0073-11DC,Teccy,SMB3,Underground,Ice Climbers:  Super Mario Bros. 3 style!,Easy-Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69ibZmSoZsyc-CI
Ice Temple,A807-0000-0048-121C,Brenen,SMB3,Underground,Metroidvania Style SMB3 Temple; collect items and return to a central hub until you have the leaf to escape!,Medium,
In Another Castle,1D9C-0000-0045-1246,jkid10094,SMB,Castle/Airship,A stage with multiple routes and secret areas.,Easy,
In Orderly Fashion...,1FA7-0000-0038-8441,jkid101094,SMB,Castle,"Kid? Squid? No, Goomba. Now follow the group.",Easy,
Inside Larry Koopa's Airship,CE42-0000-0048-7283,,SMB3,Airship/Ghost House,"Nostalgia, throwback to SMB3 1-Airship extended.",Medium,http://i.imgur.com/0PuLk4N.jpg
J1-1 Mario in the Making,1765-0000-0044-7872,Average-Joe_15,SMB,Ground,"My version of the original 1-1, has an easy path but also encourages exploration.",Easy,
J1-3 King Koopa Makes His Move,F484-0000-0044-A814,Average-Joe_15,SMW,Ground,"A level with a bit of everything nice: secrets, check-points, exploring, boss fights.",Medium,
Journey through the 7 Seas,31AD-0000-0062-3971,zenithian66,SMB,Underwater,Swim through a gauntlet of 7 different challenges; coins are your friend here,Very Hard,
Jr's Airship II,80D0-0000-0038-D37C,mega1337gamer,SMW,Airship,Jr has gotten a bigger airship and army to take out Mario.,Medium,
Jump down for what,DE71-0000-0043-D0BB,Puppy,SMB,Underground,"Do you like music blocks? Well then, jump around",Easy - Medium,
"Jump, man!",10E0-0000-0030-4377,Chuck,SMB,Ground,"A level that requires good jumping, but only has one truly difficult jump.",Medium,
Jungle Gym,6F75-0000-003B-5A41,VandyPR,SMB,Ground,It's time to monkey around! Can you swing your way to the end?,Medium,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iZai-I2lHZFIu
Jungle Japes,07B7-0000-0044-7D46,Brenen,SMB,Ground,Climb the vines in this upward-traveling Donkey Kong level!,Easy,
Just run for it!,C353-0000-0045-9F38,shinryuu_,SMB,Ground,Just a simple level with some precise jumping at the end.,Hard,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkcuetWAA
Kaizo Cave,78E7-0000-0042-F957,,SMB3,Underground,A kaizo level with many varied challenges,Kaizo,
KAIZO MARIO #1,1FAE-0000-002A-E92E,ccccran,SMW,Ground,A recreation of the first level of Kaizo Mario,Very Hard,
KAIZO MARIO #1,1FAE-0000-002A-E92E,ccccran,SMW,Ground,A recreation of the first level of Kaizo Mario,Very Hard,
Kaizo Maze,78E7-0000-0042-F957,pklightarrow,SMB3,Underground,"A truly difficult level, worthy of the name ""Kaizo""",Kaizo,
Kamek's Transforming Bricks,0E97-0000-0038-AE6C,SteDL,NSMBU,Castle,Castle level with a couple of Kamek-related gimmicks. Includes a boss battle.,Medium,
King Twomp's Airship,213C-0000-002E-0C22,SteDL,SMB3,Airship,A mildly Twomp-themed airship. Features a boss battle.,Medium,
King Wiggler's Fort,11AC-0000-001A-3B21,Mr.Panda,NSMBU,Castle,Wigglers on rails!,Hard,http://imgur.com/RKCLarj
King Wiggler's Fort,11AC-0000-001A-3B21,,NSMBU,Castle,,Hard,
Kirby's Cloudy Climb,F9B5-0000-004A-4D91,IcarusGirl,SMB,Ground,,Extremely Easy,
Koopa Kombat,AEE7-0000-0039-A5A7,KnightofFenrir,SMW,Ground/Castle,An arena style level based on the video game Mortal Kombat.,Medium-Hard,http://imgur.com/9u8o5Zb
Koopa Kombat,AEE7-0000-0039-A5A7,KnightofFenrir,SMW,Ground/Castle,An arena style level based on the video game Mortal Kombat.,Medium-Hard,http://imgur.com/9u8o5Zb
Koopa's Path,04A7-0000-003A-0581,Ramza66,SMB,Ground,Simple level with various elements,Medium,
Kuribo Panic!,4498 0000 0010 7E54,,SMB,Ground,Chase a shell to get through the goomba brigade,Hard,
Land Down Goomba,F9D0-0000-0032-4B4A,Puppy,NSMBU,Underground,"Short course with Goombas, and a fair leap",Easy - Medium,
Leaps of A-MAZE-ing Faith!,96E8-0000-0022-CDF8,-dust-,SMB,Ground ,Test your skills with a very detailed maze level!,Medium,https://miiverse.nintendo.net/posts/AYMHAAACAAADVHkbtii-SQ
Lets Blow this Joint!,686E-0000-0053-74CC,zenithian66,SMB,Castle,"After you take care of Bowser, watch as his castle is reduced to rubble",Hard,
Long Ground Castle,F951-0000-001C-1FDC,omegabrave,SMW,Castle/Ground,A long level with a ground and castle theme in Super Mario World,Medium,
Magikoopa Mayhem,8D9D-0000-0039-09CD,Justinlourenco,SMW,Castle,The koopa's have overtaken a castle ravaged by lava face bowser and survive.,Medium,
March of the Goombas,6610-0000-001A-02A6,CognitiveScience,SMB,Ground,"Goombas, goombas everywhere!",Easy,https://d3esbfg30x759i.cloudfront.net/ss/WVW69iX_olA1xD5E9l
Mario & The Forest Temple,2E52-0000-01B9-E96D,noelthenoel,SMW,Ghost House,Our Moustache'd Hero meets the eerie OOT Forest Temple!,Medium-Hard,https://i.imgur.com/n66fgMP.jpg
Mario Kart Bowser Land Circuit,847E-0000-0032-0E58,mchurus,SMB,Ground/Castle,Running level with the MK mushroom.  Alt paths and shortcuts.,Easy,
Mario RPG: The Keys to Victory,F96C-0000-0207-0C95,Buttons,SMW,Castle/Ground,"Explore a branching overworld and collect keys, then level up to face Bowser!",Hard,http://bin.smwcentral.net/u/62/SMM_Mario%2BRPG_3.jpg
Mario Slam Basket-Bomb!,E354-0000-0033-A15F,BenY-S,SMW,Ground,Dunk Bob-ombs into the baskets in a series of challenges!,Easy,First few minutes of this video.
"Mario, Woodchipper Inspector",1017-0000-0047-E992,Apteral,NSMBU,Airship,"A moderately difficult airship level with 3 possible paths, and including sub-areas.",Hard,
Mario's Acid Trip,78CE-0000-004A-8D5A,IcarusGirl,SMW,Ground,The world's most boring and trippy ride ever.,Extremely Easy,
